77.75.16.0,77.75.23.255,AT,Austria
77.87.240.0,77.87.247.255,AT,Austria
77.99.78.21,77.99.78.21,AT,Austria
77.116.0.0,77.119.255.255,AT,Austria
77.220.96.0,77.220.99.255,AT,Austria
77.220.100.0,77.220.100.127,AT,Austria
77.220.100.128,77.220.100.159,AT,Austria
77.220.100.160,77.220.100.175,AT,Austria
77.220.100.176,77.220.100.183,AT,Austria
77.220.100.185,77.220.100.185,AT,Austria
77.220.100.186,77.220.100.187,AT,Austria
77.220.100.188,77.220.100.191,AT,Austria
77.220.100.192,77.220.100.255,AT,Austria
77.220.101.0,77.220.101.255,AT,Austria
77.220.102.0,77.220.103.255,AT,Austria
77.220.104.0,77.220.107.255,AT,Austria
77.220.108.0,77.220.109.255,AT,Austria
77.220.110.0,77.220.110.127,AT,Austria
77.220.110.128,77.220.110.131,AT,Austria
77.220.110.132,77.220.110.132,AT,Austria
77.220.110.134,77.220.110.135,AT,Austria
77.220.110.136,77.220.110.143,AT,Austria
77.220.110.144,77.220.110.159,AT,Austria
77.220.110.160,77.220.110.191,AT,Austria
77.220.110.192,77.220.110.255,AT,Austria
77.220.111.0,77.220.111.255,AT,Austria
77.220.112.0,77.220.127.255,AT,Austria
77.235.64.0,77.235.95.255,AT,Austria
77.237.32.0,77.237.63.255,AT,Austria
77.242.64.0,77.242.79.255,AT,Austria
77.244.240.0,77.244.255.255,AT,Austria
78.24.200.48,78.24.200.63,AT,Austria
78.24.202.152,78.24.202.159,AT,Austria
78.24.203.152,78.24.203.159,AT,Austria
78.24.206.152,78.24.206.159,AT,Austria
78.40.213.0,78.40.213.255,AT,Austria
78.40.214.0,78.40.215.255,AT,Austria
78.41.112.0,78.41.119.255,AT,Austria
78.41.144.0,78.41.151.255,AT,Austria
78.46.40.0,78.46.40.7,AT,Austria
78.46.40.8,78.46.40.9,AT,Austria
78.46.40.11,78.46.40.11,AT,Austria
78.46.40.12,78.46.40.15,AT,Austria
78.46.40.16,78.46.40.31,AT,Austria
78.46.40.32,78.46.40.63,AT,Austria
78.46.40.64,78.46.40.127,AT,Austria
78.46.40.128,78.46.40.255,AT,Austria
78.92.148.79,78.92.148.79,AT,Austria
78.104.0.0,78.104.63.255,AT,Austria
78.104.64.0,78.104.95.255,AT,Austria
78.104.96.0,78.104.99.255,AT,Austria
78.104.100.0,78.104.101.255,AT,Austria
78.104.103.0,78.104.103.255,AT,Austria
78.104.104.0,78.104.111.255,AT,Austria
78.104.112.0,78.104.127.255,AT,Austria
78.104.128.0,78.104.255.255,AT,Austria
78.132.0.0,78.132.127.255,AT,Austria
78.142.64.0,78.142.127.255,AT,Austria
78.142.128.0,78.142.135.255,AT,Austria
78.142.136.0,78.142.139.255,AT,Austria
78.142.140.0,78.142.140.127,AT,Austria
78.142.140.128,78.142.140.191,AT,Austria
78.142.140.192,78.142.140.223,AT,Austria
78.142.140.224,78.142.140.239,AT,Austria
78.142.140.240,78.142.140.247,AT,Austria
78.142.141.0,78.142.141.255,AT,Austria
78.142.142.0,78.142.143.255,AT,Austria
78.142.144.0,78.142.159.255,AT,Austria
78.142.160.0,78.142.191.255,AT,Austria
78.152.64.0,78.152.95.255,AT,Austria
79.140.35.192,79.140.35.223,AT,Austria
79.140.38.72,79.140.38.79,AT,Austria
79.143.48.0,79.143.63.255,AT,Austria
79.170.208.0,79.170.215.255,AT,Austria
79.174.96.0,79.174.127.255,AT,Austria
80.64.128.0,80.64.128.255,AT,Austria
80.64.129.0,80.64.129.127,AT,Austria
80.64.129.128,80.64.129.191,AT,Austria
80.64.129.192,80.64.129.223,AT,Austria
80.64.129.224,80.64.129.239,AT,Austria
80.64.129.240,80.64.129.247,AT,Austria
80.64.129.248,80.64.129.251,AT,Austria
80.64.130.0,80.64.130.31,AT,Austria
80.64.130.32,80.64.130.47,AT,Austria
80.64.130.48,80.64.130.55,AT,Austria
80.64.130.80,80.64.130.95,AT,Austria
80.64.130.96,80.64.130.127,AT,Austria
80.64.130.128,80.64.130.191,AT,Austria
80.64.130.192,80.64.130.223,AT,Austria
80.64.130.240,80.64.130.255,AT,Austria
80.64.131.0,80.64.131.15,AT,Austria
80.64.131.80,80.64.131.95,AT,Austria
80.64.131.96,80.64.131.127,AT,Austria
80.64.131.128,80.64.131.135,AT,Austria
80.64.131.144,80.64.131.159,AT,Austria
80.64.131.160,80.64.131.191,AT,Austria
80.64.131.192,80.64.131.199,AT,Austria
80.64.131.232,80.64.131.239,AT,Austria
80.64.131.240,80.64.131.255,AT,Austria
80.64.132.0,80.64.133.255,AT,Austria
80.64.134.0,80.64.134.255,AT,Austria
80.64.135.0,80.64.135.15,AT,Austria
80.64.135.88,80.64.135.95,AT,Austria
80.64.135.96,80.64.135.111,AT,Austria
80.64.135.115,80.64.135.115,AT,Austria
80.64.135.120,80.64.135.127,AT,Austria
80.64.135.152,80.64.135.159,AT,Austria
80.64.135.160,80.64.135.191,AT,Austria
80.64.135.192,80.64.135.207,AT,Austria
80.64.135.216,80.64.135.223,AT,Austria
80.64.135.224,80.64.135.255,AT,Austria
80.64.136.0,80.64.136.63,AT,Austria
80.64.136.64,80.64.136.95,AT,Austria
80.64.136.104,80.64.136.111,AT,Austria
80.64.136.112,80.64.136.127,AT,Austria
80.64.136.128,80.64.136.255,AT,Austria
80.64.137.16,80.64.137.31,AT,Austria
80.64.137.32,80.64.137.63,AT,Austria
80.64.137.64,80.64.137.127,AT,Austria
80.64.137.128,80.64.137.255,AT,Austria
80.64.138.0,80.64.138.7,AT,Austria
80.64.138.16,80.64.138.31,AT,Austria
80.64.138.32,80.64.138.39,AT,Austria
80.64.138.64,80.64.138.127,AT,Austria
80.64.138.128,80.64.138.255,AT,Austria
80.64.139.16,80.64.139.31,AT,Austria
80.64.139.32,80.64.139.39,AT,Austria
80.64.139.128,80.64.139.255,AT,Austria
80.64.140.0,80.64.143.255,AT,Austria
80.66.32.0,80.66.63.255,AT,Austria
80.66.138.0,80.66.138.3,AT,Austria
80.66.138.4,80.66.138.4,AT,Austria
80.66.138.8,80.66.138.15,AT,Austria
80.73.240.0,80.73.247.255,AT,Austria
80.73.248.0,80.73.248.15,AT,Austria
80.73.248.32,80.73.248.63,AT,Austria
80.73.248.192,80.73.248.207,AT,Austria
80.73.248.224,80.73.248.255,AT,Austria
80.73.250.0,80.73.251.255,AT,Austria
80.73.252.0,80.73.255.255,AT,Austria
80.75.32.0,80.75.63.255,AT,Austria
80.75.240.0,80.75.255.255,AT,Austria
80.77.22.128,80.77.22.159,AT,Austria
80.77.24.32,80.77.24.47,AT,Austria
80.77.29.96,80.77.29.111,AT,Austria
80.78.224.0,80.78.255.255,AT,Austria
80.80.240.0,80.80.255.255,AT,Austria
80.81.29.0,80.81.29.255,AT,Austria
80.81.128.0,80.81.128.7,AT,Austria
80.81.128.8,80.81.128.8,AT,Austria
80.81.128.10,80.81.128.11,AT,Austria
80.81.128.12,80.81.128.15,AT,Austria
80.81.128.16,80.81.128.31,AT,Austria
80.81.128.32,80.81.128.63,AT,Austria
80.81.128.64,80.81.128.127,AT,Austria
80.81.128.128,80.81.128.255,AT,Austria
80.81.129.0,80.81.129.255,AT,Austria
80.81.130.0,80.81.131.255,AT,Austria
80.81.132.0,80.81.135.255,AT,Austria
80.81.136.0,80.81.143.255,AT,Austria
80.81.252.96,80.81.252.127,AT,Austria
80.86.169.0,80.86.169.255,AT,Austria
80.89.96.0,80.89.111.255,AT,Austria
80.92.112.0,80.92.127.255,AT,Austria
80.108.0.0,80.109.255.255,AT,Austria
80.110.0.0,80.110.255.255,AT,Austria
80.120.0.0,80.120.31.255,AT,Austria
80.120.32.0,80.120.39.255,AT,Austria
80.120.40.0,80.120.43.255,AT,Austria
80.120.44.0,80.120.44.255,AT,Austria
80.120.45.0,80.120.45.127,AT,Austria
80.120.45.128,80.120.45.191,AT,Austria
80.120.45.192,80.120.45.207,AT,Austria
80.120.45.208,80.120.45.215,AT,Austria
80.120.45.224,80.120.45.255,AT,Austria
80.120.46.0,80.120.47.255,AT,Austria
80.120.48.0,80.120.55.255,AT,Austria
80.120.56.0,80.120.56.63,AT,Austria
80.120.56.64,80.120.56.95,AT,Austria
80.120.56.96,80.120.56.111,AT,Austria
80.120.57.0,80.120.57.255,AT,Austria
80.120.59.0,80.120.59.255,AT,Austria
80.120.60.0,80.120.60.127,AT,Austria
80.120.60.128,80.120.60.159,AT,Austria
80.120.60.160,80.120.60.167,AT,Austria
80.120.60.176,80.120.60.191,AT,Austria
80.120.60.192,80.120.60.255,AT,Austria
80.120.61.0,80.120.61.255,AT,Austria
80.120.62.0,80.120.63.255,AT,Austria
80.120.64.0,80.120.95.255,AT,Austria
80.120.96.0,80.120.99.255,AT,Austria
80.120.100.0,80.120.100.255,AT,Austria
80.120.101.0,80.120.101.63,AT,Austria
80.120.101.64,80.120.101.79,AT,Austria
80.120.101.84,80.120.101.87,AT,Austria
80.120.101.88,80.120.101.95,AT,Austria
80.120.101.96,80.120.101.127,AT,Austria
80.120.101.128,80.120.101.255,AT,Austria
80.120.102.0,80.120.103.255,AT,Austria
80.120.104.0,80.120.104.127,AT,Austria
80.120.104.128,80.120.104.135,AT,Austria
80.120.104.136,80.120.104.139,AT,Austria
80.120.104.144,80.120.104.159,AT,Austria
80.120.104.160,80.120.104.191,AT,Austria
80.120.104.192,80.120.104.255,AT,Austria
80.120.105.0,80.120.105.255,AT,Austria
80.120.106.0,80.120.107.255,AT,Austria
80.120.108.0,80.120.109.255,AT,Austria
80.120.110.0,80.120.110.127,AT,Austria
80.120.110.188,80.120.110.191,AT,Austria
80.120.110.208,80.120.110.215,AT,Austria
80.120.111.0,80.120.111.255,AT,Austria
80.120.112.0,80.120.127.255,AT,Austria
80.120.128.0,80.120.159.255,AT,Austria
80.120.160.0,80.120.167.255,AT,Austria
80.120.168.0,80.120.169.255,AT,Austria
80.120.170.0,80.120.170.255,AT,Austria
80.120.171.0,80.120.171.127,AT,Austria
80.120.171.128,80.120.171.191,AT,Austria
80.120.171.192,80.120.171.207,AT,Austria
80.120.171.224,80.120.171.255,AT,Austria
80.120.172.0,80.120.175.255,AT,Austria
80.120.176.0,80.120.191.255,AT,Austria
80.120.192.0,80.120.192.255,AT,Austria
80.120.193.0,80.120.193.127,AT,Austria
80.120.193.192,80.120.193.255,AT,Austria
80.120.194.0,80.120.195.255,AT,Austria
80.120.196.0,80.120.196.127,AT,Austria
80.120.196.128,80.120.196.191,AT,Austria
80.120.196.192,80.120.196.207,AT,Austria
80.120.196.208,80.120.196.215,AT,Austria
80.120.196.224,80.120.196.255,AT,Austria
80.120.197.0,80.120.197.255,AT,Austria
80.120.199.0,80.120.199.255,AT,Austria
80.120.200.0,80.120.207.255,AT,Austria
80.120.208.0,80.120.215.255,AT,Austria
80.120.216.0,80.120.216.127,AT,Austria
80.120.216.128,80.120.216.159,AT,Austria
80.120.216.160,80.120.216.175,AT,Austria
80.120.216.176,80.120.216.183,AT,Austria
80.120.216.184,80.120.216.187,AT,Austria
80.120.216.192,80.120.216.255,AT,Austria
80.120.217.0,80.120.217.255,AT,Austria
80.120.218.0,80.120.219.255,AT,Austria
80.120.220.0,80.120.223.255,AT,Austria
80.120.224.0,80.120.255.255,AT,Austria
80.121.0.0,80.121.255.255,AT,Austria
80.122.0.0,80.122.0.255,AT,Austria
80.122.1.0,80.122.1.63,AT,Austria
80.122.1.64,80.122.1.95,AT,Austria
80.122.1.96,80.122.1.111,AT,Austria
80.122.1.112,80.122.1.119,AT,Austria
80.122.1.120,80.122.1.123,AT,Austria
80.122.1.128,80.122.1.255,AT,Austria
80.122.2.0,80.122.3.255,AT,Austria
80.122.4.0,80.122.7.255,AT,Austria
80.122.8.0,80.122.15.255,AT,Austria
80.122.16.0,80.122.31.255,AT,Austria
80.122.32.0,80.122.47.255,AT,Austria
80.122.48.0,80.122.49.255,AT,Austria
80.122.50.0,80.122.50.63,AT,Austria
80.122.50.64,80.122.50.71,AT,Austria
80.122.50.76,80.122.50.79,AT,Austria
80.122.50.80,80.122.50.95,AT,Austria
80.122.50.96,80.122.50.127,AT,Austria
80.122.50.128,80.122.50.255,AT,Austria
80.122.51.0,80.122.51.255,AT,Austria
80.122.52.0,80.122.55.255,AT,Austria
80.122.56.0,80.122.63.255,AT,Austria
80.122.64.0,80.122.64.255,AT,Austria
80.122.65.0,80.122.65.7,AT,Austria
80.122.65.8,80.122.65.11,AT,Austria
80.122.65.20,80.122.65.23,AT,Austria
80.122.65.24,80.122.65.31,AT,Austria
80.122.65.32,80.122.65.63,AT,Austria
80.122.65.64,80.122.65.127,AT,Austria
80.122.65.128,80.122.65.255,AT,Austria
80.122.66.0,80.122.67.255,AT,Austria
80.122.68.0,80.122.71.255,AT,Austria
80.122.72.0,80.122.79.255,AT,Austria
80.122.80.0,80.122.95.255,AT,Austria
80.122.96.0,80.122.127.255,AT,Austria
80.122.128.0,80.122.135.255,AT,Austria
80.122.136.0,80.122.139.255,AT,Austria
80.122.140.0,80.122.140.255,AT,Austria
80.122.141.0,80.122.141.31,AT,Austria
80.122.141.32,80.122.141.47,AT,Austria
80.122.141.48,80.122.141.55,AT,Austria
80.122.141.56,80.122.141.59,AT,Austria
80.122.141.64,80.122.141.127,AT,Austria
80.122.141.128,80.122.141.255,AT,Austria
80.122.142.0,80.122.143.255,AT,Austria
80.122.144.0,80.122.159.255,AT,Austria
80.122.160.0,80.122.163.255,AT,Austria
80.122.164.0,80.122.165.255,AT,Austria
80.122.166.24,80.122.166.31,AT,Austria
80.122.166.32,80.122.166.63,AT,Austria
80.122.166.64,80.122.166.127,AT,Austria
80.122.166.128,80.122.166.255,AT,Austria
80.122.167.0,80.122.167.255,AT,Austria
80.122.176.0,80.122.183.255,AT,Austria
80.122.184.0,80.122.185.255,AT,Austria
80.122.187.0,80.122.187.255,AT,Austria
80.122.188.0,80.122.191.255,AT,Austria
80.122.192.0,80.122.223.255,AT,Austria
80.122.224.0,80.122.227.255,AT,Austria
80.122.228.0,80.122.228.127,AT,Austria
80.122.228.128,80.122.228.191,AT,Austria
80.122.228.192,80.122.228.207,AT,Austria
80.122.228.208,80.122.228.215,AT,Austria
80.122.228.224,80.122.228.255,AT,Austria
80.122.229.0,80.122.229.255,AT,Austria
80.122.230.0,80.122.231.255,AT,Austria
80.122.232.0,80.122.239.255,AT,Austria
80.122.240.0,80.122.243.255,AT,Austria
80.122.244.0,80.122.245.255,AT,Austria
80.122.246.0,80.122.246.63,AT,Austria
80.122.246.64,80.122.246.79,AT,Austria
80.122.246.80,80.122.246.83,AT,Austria
80.122.246.88,80.122.246.95,AT,Austria
80.122.246.96,80.122.246.127,AT,Austria
80.122.246.128,80.122.246.255,AT,Austria
80.122.247.0,80.122.247.255,AT,Austria
80.122.248.0,80.122.255.255,AT,Austria
80.123.0.0,80.123.127.255,AT,Austria
80.123.128.0,80.123.191.255,AT,Austria
80.123.192.0,80.123.195.255,AT,Austria
80.123.196.0,80.123.196.127,AT,Austria
80.123.196.132,80.123.196.135,AT,Austria
80.123.196.136,80.123.196.143,AT,Austria
80.123.196.144,80.123.196.159,AT,Austria
80.123.196.160,80.123.196.191,AT,Austria
80.123.196.192,80.123.196.255,AT,Austria
80.123.197.0,80.123.197.255,AT,Austria
80.123.198.0,80.123.199.255,AT,Austria
80.123.200.0,80.123.207.255,AT,Austria
80.123.208.0,80.123.223.255,AT,Austria
80.123.224.0,80.123.224.255,AT,Austria
80.123.225.0,80.123.225.15,AT,Austria
80.123.225.24,80.123.225.31,AT,Austria
80.123.225.32,80.123.225.39,AT,Austria
80.123.225.48,80.123.225.63,AT,Austria
80.123.225.64,80.123.225.127,AT,Austria
80.123.225.128,80.123.225.255,AT,Austria
80.123.228.0,80.123.231.255,AT,Austria
80.123.232.0,80.123.239.255,AT,Austria
80.123.240.0,80.123.255.255,AT,Austria
80.154.4.240,80.154.4.247,AT,Austria
80.190.135.128,80.190.135.128,AT,Austria
80.190.152.0,80.190.152.127,AT,Austria
80.190.187.160,80.190.187.167,AT,Austria
80.231.91.0,80.231.91.255,AT,Austria
80.237.194.0,80.237.194.255,AT,Austria
80.237.220.192,80.237.220.199,AT,Austria
80.239.136.0,80.239.136.15,AT,Austria
80.239.136.64,80.239.136.79,AT,Austria
80.239.156.224,80.239.156.239,AT,Austria
80.239.158.0,80.239.158.255,AT,Austria
80.239.231.32,80.239.231.47,AT,Austria
80.240.224.0,80.240.225.255,AT,Austria
80.240.226.0,80.240.226.255,AT,Austria
80.240.227.0,80.240.227.127,AT,Austria
80.240.227.128,80.240.227.159,AT,Austria
80.240.227.160,80.240.227.167,AT,Austria
80.240.227.176,80.240.227.191,AT,Austria
80.240.227.192,80.240.227.255,AT,Austria
80.240.228.0,80.240.231.255,AT,Austria
80.240.232.0,80.240.239.255,AT,Austria
80.241.16.0,80.241.31.255,AT,Austria
80.243.160.0,80.243.175.255,AT,Austria
80.244.242.0,80.244.242.255,AT,Austria
80.245.192.0,80.245.207.255,AT,Austria
80.246.115.96,80.246.115.127,AT,Austria
80.246.115.128,80.246.115.143,AT,Austria
80.246.115.144,80.246.115.151,AT,Austria
80.248.194.64,80.248.194.79,AT,Austria
80.248.195.75,80.248.195.75,AT,Austria
80.252.32.0,80.252.47.255,AT,Austria
81.3.192.0,81.3.255.255,AT,Austria
81.5.192.0,81.5.255.255,AT,Austria
81.7.221.64,81.7.221.127,AT,Austria
81.7.221.132,81.7.221.132,AT,Austria
81.10.128.0,81.10.159.255,AT,Austria
81.10.160.0,81.10.167.255,AT,Austria
81.10.168.0,81.10.171.255,AT,Austria
81.10.172.0,81.10.173.255,AT,Austria
81.10.174.0,81.10.174.127,AT,Austria
81.10.174.128,81.10.174.159,AT,Austria
81.10.174.160,81.10.174.167,AT,Austria
81.10.174.168,81.10.174.169,AT,Austria
81.10.174.171,81.10.174.171,AT,Austria
81.10.174.172,81.10.174.175,AT,Austria
81.10.174.176,81.10.174.191,AT,Austria
81.10.174.192,81.10.174.255,AT,Austria
81.10.175.0,81.10.175.255,AT,Austria
81.10.176.0,81.10.191.255,AT,Austria
81.10.192.0,81.10.255.255,AT,Austria
81.16.32.0,81.16.47.255,AT,Austria
81.16.96.0,81.16.111.255,AT,Austria
81.16.144.0,81.16.159.255,AT,Austria
81.19.144.0,81.19.159.255,AT,Austria
81.19.198.0,81.19.198.255,AT,Austria
81.21.16.0,81.21.31.255,AT,Austria
81.21.112.0,81.21.127.255,AT,Austria
81.24.144.0,81.24.159.255,AT,Austria
81.25.208.0,81.25.223.255,AT,Austria
81.28.128.0,81.28.143.255,AT,Austria
81.31.128.0,81.31.143.255,AT,Austria
81.92.240.0,81.92.247.255,AT,Austria
81.92.248.0,81.92.249.255,AT,Austria
81.92.250.0,81.92.250.63,AT,Austria
81.92.250.96,81.92.250.127,AT,Austria
81.92.250.128,81.92.250.255,AT,Austria
81.92.251.0,81.92.251.255,AT,Austria
81.92.252.0,81.92.253.255,AT,Austria
81.92.255.0,81.92.255.255,AT,Austria
81.94.48.0,81.94.55.255,AT,Austria
81.94.56.0,81.94.56.255,AT,Austria
81.94.58.0,81.94.59.255,AT,Austria
81.94.60.0,81.94.60.31,AT,Austria
81.94.60.64,81.94.60.127,AT,Austria
81.94.60.128,81.94.60.255,AT,Austria
81.94.63.0,81.94.63.255,AT,Austria
81.189.0.0,81.189.63.255,AT,Austria
81.189.64.0,81.189.95.255,AT,Austria
81.189.96.0,81.189.111.255,AT,Austria
